"共有model数","item_name 中文","model_name 中文","目标价","model_image_susercontent","product_link","L2 中文","L3 中文","邀请码","model_id","final_1688_link","price judge","展示日期","item_id","item下最高价","特殊tag","日均销售额","日均单量","asp_tag_by_l1"
"1","1块12V38Ah天能牌电动自行车电池,铅酸胶体型,兼容12V41Ah和12V52Ah电池","12V38Ah","80.72","https://cf.shopee.ph/file/sg-11134201-7rff4-m9o64ehigspld3","http://shopee.ph/product/1152748997/43050605170","摩托车零配件","电池及配件","IVCN2026051916181","'285046759086","缺少","P1","'12-30","'43050605170","80.72","","300-500美金","20-40单","高价品"
"1","【SEMSPEED】空气滤清器盖 XMAX V1 V2 透明烟熏色 XMAX V1 V2 空气滤清器盖","熏制","80.71","https://cf.shopee.ph/file/my-11134207-7rask-m7k6xufg8rih57","http://shopee.ph/product/1557741616/40754195031","摩托车配件","其他的","IVCN2026051914763","'248511302044","缺少","P1","'12-30","'40754195031","80.71","","20-40美金","20-40单","高价品"
"1","标准排气 LAGENDA115 SRL115 srl 115 lagenda 115 SRL115Fi","SRL115 Fi","80.59","https://cf.shopee.com.my/file/my-11134207-7r98r-lvr3vm5t20tb7a","http://shopee.com.my/product/66921169/7058909348","摩托车零配件","尾气和排放","IVCN2026051913697","'226373403369","缺少","P1","'12-30","'7058909348","80.59","","20-40美金","20-40单","高价品"
"1","Gracshaw G919i Glazzo 纯色头盔,摩托车头盔,100% 原装正品,适合骑手佩戴。","浅深灰色,M","80.58","https://cf.shopee.com.my/file/my-11134207-7rasd-m2m9ezagrvky4e","http://shopee.com.my/product/1325074457/29367707946","摩托车头盔及配件","","IVCN2026051913995","'233466287718","缺少","P1","'12-30","'29367707946","80.58","","40-60美金","20-40单","高价品"
"2","进气歧管 BRT KLX 150 KLX 140 Dtracker 150 SUPER FLOW 28 30 32 34 毫米","28","79.84","https://cf.shopee.ph/file/id-11134207-81zto-mfdx86ym718v1c","http://shopee.ph/product/337727238/40672847169","摩托车零配件","燃油系统","IVCN2026051915837","'271855765637","缺少","P1","'12-30","'40672847169","80.56","","20-40美金","20-40单","高价品"
"2","进气歧管 BRT KLX 150 KLX 140 Dtracker 150 SUPER FLOW 28 30 32 34 毫米","30","80.56","https://cf.shopee.ph/file/id-11134207-81zto-mfdx86ym718v1c","http://shopee.ph/product/337727238/40672847169","摩托车零配件","燃油系统","IVCN2026051915837","'271855765638","缺少","P1","'12-30","'40672847169","80.56","","20-40美金","20-40单","高价品"
"1","适用于 PG-1 的轮胎,厚胎面,Kenda 110/90-16,无内胎,坚固耐用,适合您心爱的 PG。","110/90-16","80.41","https://cf.shopee.vn/file/vn-11134207-7ras8-mb4r8yujhuptcc","http://shopee.vn/product/700356969/42854958492","摩托车零配件","轮胎及配件","IVCN2026051916671","'300420662164","缺少","P1","'12-30","'42854958492","80.41","","20-40美金","20-40单","高价品"
"3","米其林 City Extra 轮胎,适用于 10、12、13、14、16、17 和 18 英寸轮辋。","120/70-12","58.88","https://cf.shopee.co.th/file/th-11134207-81ztm-mlxjl8tvsdttc5","http://shopee.co.th/product/213558896/24248016828","摩托车零配件","轮胎及配件","IVCN2026051918389","'410652252600","缺少","P1","'12-30","'24248016828","80.41","","20-40美金","20-40单","高价品"
"3","米其林 City Extra 轮胎,适用于 10、12、13、14、16、17 和 18 英寸轮辋。","130/70-13","80.41","https://cf.shopee.co.th/file/th-11134207-81ztm-mlxjl8tvsdttc5","http://shopee.co.th/product/213558896/24248016828","摩托车零配件","轮胎及配件","IVCN2026051918389","'410652252602","缺少","P1","'12-30","'24248016828","80.41","","40-60美金","20-40单","高价品"
"3","米其林 City Extra 轮胎,适用于 10、12、13、14、16、17 和 18 英寸轮辋。","110/70-13","63.42","https://cf.shopee.co.th/file/th-11134207-81ztm-mlxjl8tvsdttc5","http://shopee.co.th/product/213558896/24248016828","摩托车零配件","轮胎及配件","IVCN2026051918389","'410652252603","缺少","P1","'12-30","'24248016828","80.41","","20-40美金","20-40单","高价品"
"1","越野车升降支架 CRF KLX XR WR","越野车升降支架 CRF KLX XR WR","80.4","https://cf.shopee.ph/file/c165a608094b6cedaa228795cebcae15","http://shopee.ph/product/24386724/19153493779","摩托车零配件","车身及车架","IVCN2026051911167","'145974996722","缺少","P1","'12-30","'19153493779","80.4","","20-40美金","20-40单","高价品"
"1","Rockbros 智能 U 型锁 NFC 公路自行车/山地自行车锁 摩托车防盗锁 可充电防水安全锁","锁","80.28","https://cf.shopee.vn/file/sg-11134201-7ra2h-m5cihzc7zsev27","http://shopee.vn/product/235346769/26324359735","摩托车配件","锁具与安防","IVCN2026051911549","'158993743792","缺少","P1","'12-30","'26324359735","80.28","","20-40美金","20-40单","高价品"
"1","EX5DREAM EX5 DREAM WAVE100 WAVE W100 前后刹车面板套装 刹车毂总成 前后 银色镀铬","银色三合一","80.27","https://cf.shopee.com.my/file/my-11134207-820le-mj10x0wmlnghfa","http://shopee.com.my/product/77301963/8430692017","摩托车零配件","制动系统","IVCN202605199355","'36931241604","缺少","P1","'12-30","'8430692017","80.27","","20-40美金","20-40单","高价品"
"1","COM 1.40 X 17 雨槽轮,一套 2 个。正品 COM 铝合金轮毂,雨槽式,尺寸 1.40 x 17。保证 100% 正品。价格……","钱","80.08","https://cf.shopee.co.th/file/04c1a6d7fecef6fea348fd2d81dc3cf9","http://shopee.co.th/product/180402097/4217239781","摩托车零配件","车轮、轮辋及配件","IVCN202605199073","'14085921509","缺少","P1","'12-30","'4217239781","80.08","","20-40美金","20-40单","高价品"
"1","适用于摩托车和电动摩托车的TWPO轮胎,12英寸轮辋。","二,100/65-12","80.08","https://cf.shopee.co.th/file/th-11134207-7r98o-lq1h8kowzh7of9","http://shopee.co.th/product/517634216/24756297847","摩托车零配件","车轮、轮辋及配件","IVCN2026051914553","'245226365401","缺少","P1","'12-30","'24756297847","80.08","","20-40美金","20-40单","高价品"
"1","JPA Aerox V2 LED尾灯,符合LTO标准,Somke透镜,即插即用,防水","红色的","80.02","https://cf.shopee.ph/file/ph-11134207-81zti-mgw4kymnd4p8b2","http://shopee.ph/product/215897265/48851073226","摩托车零配件","灯光","IVCN2026051914075","'234605719865","缺少","P1","'12-30","'48851073226","80.02","","60-80美金","20-40单","高价品"
"2","适用于 Lead/Giorno/Pcx160/Adv160/Click160 等车型的 CNC 加工气门室盖。CNC 加工铝制,阳极氧化表面处理,带 3 个通风孔。[TYF]","蓝色的","79.94","https://cf.shopee.co.th/file/th-11134207-81ztq-mk3fs6puavib9a","http://shopee.co.th/product/1529448596/50605615790","摩托车零配件","其他的","IVCN2026041056663","'340507752957","缺少","P1","'12-30","'50605615790","79.94","","20-40美金","20-40单","高价品"
"3","摇臂 Dkt Wave 125r 110i Whale W100 Old 与以前相同长度,无需佩戴原装链罩,也可与链罩一起使用。","每年都有鲸鱼来覆盖","79.91","https://cf.shopee.ph/file/th-11134207-7rase-m2z7rfnvfknga1","http://shopee.ph/product/1708367958/57403786076","摩托车零配件","其他的","IVCN2026021171869","'395359719485","缺少","P1","'12-30","'57403786076","79.91","","20-40美金","20-40单","高价品"
"1","原装 MOTOWOLF® 全新设计护膝护肘安全防护装备 MDL1029","黑色的","79.8","https://cf.shopee.ph/file/ph-11134207-7ra0m-mb7z6b90v0kucd","http://shopee.ph/product/446623599/23885918328","其他的","#VALUE!","IVCN2026051914537","'245009762448","缺少","P1","'12-30","'23885918328","79.8","","20-40美金","20-40单","高价品"
"1","适用于2023年至今款Xmax的日间行车灯。采用WS2812B LED灯泡,尺寸为5毫米。","灯具已准备就绪,可以使用了。","79.77","https://cf.shopee.co.th/file/th-11134207-81zto-mhd9uwqbb4sq69","http://shopee.co.th/product/1380227550/54701955378","摩托车零配件","灯光","IVCN2026051915859","'272192674749","缺少","P1","'12-30","'54701955378","79.77","","20-40美金","20-40单","高价品"
"1","DT10发动机支架,钢制""重型"",适合日常使用/ CLICK V1/CLICK V2/CLICK V3","2","79.73","https://cf.shopee.ph/file/ph-11134207-81zti-me4hjexnxfk74a","http://shopee.ph/product/998756551/40816923828","摩托车零配件","车身及车架","IVCN2026051913609","'224473793376","缺少","P1","'12-30","'40816923828","79.73","","20-40美金","20-40单","高价品"
"1","适用于所有 Wave 125S 和 Wave 125i 车型（带集成转向灯）的青铜色轮毂,前轮（碟刹）+后轮（鼓刹）。现货供应,包含轮毂轴承和中心衬套。","前后轮毂+轴承+","79.69","https://cf.shopee.co.th/file/th-11134207-7rask-m9zfgubcsusxc3","http://shopee.co.th/product/165207781/40101521037","摩托车零配件","车轮、轮辋及配件","IVCN2026051916659","'300123377322","缺少","P1","'12-30","'40101521037","79.69","","20-40美金","20-40单","高价品"
"1","SKS Racing：适用于 Lead/Giorno、Forza 350、老款 Wave 125、LED Wave（鲸鱼款）、新款 Wave 125 的 3.5 bar 燃油泵电机。","Wave125 新款鲸鱼 LED","79.67","https://cf.shopee.co.th/file/th-11134207-81ztf-mjlgp2jxdmgz30","http://shopee.co.th/product/118931715/57704828594","摩托车零配件","燃油系统","IVCN2026031713599","'277342082959","缺少","P1","'12-30","'57704828594","79.67","","20-40美金","20-40单","高价品"
"1","正品本田Sonic排气尾管,零件编号18310-KGH-900。🔹这是本田原装排气管,并非副厂件。","正品本田Sonic排气尾管,零件编号18310-KGH-900。🔹这是本田原装排气管,并非副厂件。","79.51","https://cf.shopee.co.th/file/th-11134207-7rasb-m880iqblylan6a","http://shopee.co.th/product/188580238/22157199957","摩托车零配件","尾气和排放","IVCN2026051912559","'197087211782","缺少","P1","'12-30","'22157199957","79.51","","20-40美金","20-40单","高价品"
"1","【立即发货】米其林 City Extra 无内胎摩托车轮胎,适用于雅马哈 NMAX NMAX155,规格：110/70-13、130/70-13","前轮胎 110/70-13","36.63","https://cf.shopee.co.th/file/th-11134207-81ztf-mlusz5bf3g8z6e","http://shopee.co.th/product/34899395/56600402845","摩托车零配件","轮胎及配件","IVCN2026051918193","'400036972514","缺少","P1","'12-30","'56600402845","79.47","","40-60美金","20-40单","高价品"
"5","全新米其林 City Extra 无内胎轮胎","110X80X14","79.44","https://cf.shopee.ph/file/ph-11134207-7rasc-m71mknugty4r29","http://shopee.ph/product/1490376104/28378710740","摩托车零配件","轮胎及配件","IVCN2026051912313","'188282733209","缺少","P1","'12-30","'28378710740","79.44","","20-40美金","20-40单","高价品"
"5","全新米其林 City Extra 无内胎轮胎","80X90X14","37.43","https://cf.shopee.ph/file/ph-11134207-7rasc-m71mjfba0159e3","http://shopee.ph/product/1490376104/28378710740","摩托车零配件","轮胎及配件","IVCN2026051912313","'188282733211","缺少","P1","'12-30","'28378710740","79.44","","20-40美金","20-40单","高价品"
"5","全新米其林 City Extra 无内胎轮胎","90X90X14","53.14","https://cf.shopee.ph/file/ph-11134207-7rasj-m71mjj9w7bij83","http://shopee.ph/product/1490376104/28378710740","摩托车零配件","轮胎及配件","IVCN2026051912313","'188282733212","缺少","P1","'12-30","'28378710740","79.44","","20-40美金","20-40单","高价品"
"5","全新米其林 City Extra 无内胎轮胎","70X90X17","31.84","https://cf.shopee.ph/file/ph-11134207-7rasj-m71mjzcynx8r71","http://shopee.ph/product/1490376104/28378710740","摩托车零配件","轮胎及配件","IVCN2026051912313","'188282733213","缺少","P1","'12-30","'28378710740","79.44","","20-40美金","20-40单","高价品"
"5","全新米其林 City Extra 无内胎轮胎","100X80X14","70.06","https://cf.shopee.ph/file/ph-11134207-7rasb-m71mkj61of6560","http://shopee.ph/product/1490376104/28378710740","摩托车零配件","轮胎及配件","IVCN2026051912313","'188282733217","缺少","P1","'12-30","'28378710740","79.44","","40-60美金","20-40单","高价品"
"1","粗糙的车轮校正架、辐条架、车轮架。","浅蓝色","79.42","https://cf.shopee.co.th/file/th-11134207-7r98x-lss9bnku5t9q16","http://shopee.co.th/product/1104253726/24118435548","摩托车零配件","车轮、轮辋及配件","IVCN202605199547","'49753106091","缺少","P1","'12-30","'24118435548","79.42","","20-40美金","20-40单","高价品"
"1","ESR 赛车平衡器 Y15ZR 发动机 12MM（标准喷嘴 6MM） 13MM（喷嘴 7-9MM） ULGEZK87","Y15 12MM（JET7-9MM）","79.36","https://cf.shopee.com.my/file/my-11134207-7rash-m9d8joc47ub8b5","http://shopee.com.my/product/119245283/26835993732","摩托车零配件","其他的","IVCN2026051911801","'168918628750","缺少","P1","'12-30","'26835993732","79.36","","20-40美金","20-40单","高价品"
"1","PAG正时齿轮（L）套装,100%优质台湾原装正品","PAG正时齿轮（L）套装,100%优质台湾原装正品","79.36","https://cf.shopee.ph/file/ph-11134207-7r991-lp1mqn6l8g27c7","http://shopee.ph/product/319769754/21286800425","摩托车零配件","传动系统、变速器和离合器","IVCN2026051914543","'245080859334","缺少","P1","'12-30","'21286800425","79.36","","20-40美金","20-40单","高价品"
"1","Y125Z 125Z 变速箱 6 档赛车套装 (25T/23T) (24T/22T) (27T/25T) (26T/24T) 23/22T IKK","24/22 - Y125Z","79.35","https://cf.shopee.com.my/file/my-11134207-7rash-m6nuwx1mkdaxe7","http://shopee.com.my/product/36304694/3930296317","摩托车零配件","传动系统、变速器和离合器","IVCN202605199411","'40328937953","缺少","P1","'12-30","'3930296317","79.35","","20-40美金","20-40单","高价品"
"1","正品剩余邮政","正品剩余邮政","79.33","https://cf.shopee.ph/file/ph-11134207-7qukw-leww3zq865xw55","http://shopee.ph/product/234740471/18777273655","其他的","#VALUE!","IVCN2026051911187","'146767183096","缺少","P1","'12-30","'18777273655","79.33","","20-40美金","20-40单","高价品"
"1","VDOCTOR # 雅马哈 LC 135 V8 / LC 135 FI / V8 FI 内套件（DOCTOR品牌）完整套装","黑霹雳","79.24","https://cf.shopee.com.my/file/my-11134207-7rasg-mdln26ds8qx486","http://shopee.com.my/product/112367817/23659688647","摩托车配件","封面","IVCN2026051916109","'281150292089","缺少","P1","'12-30","'23659688647","79.24","","20-40美金","20-40单","高价品"
"1","适用于 48-72V 电动汽车的 30 秒电压调节器 IC,功能齐全,100A,超强启动器（预调节）。","旧货","79.23","https://cf.shopee.vn/file/vn-11134207-820l4-mjcuobfazp504f","http://shopee.vn/product/1038470699/46054491084","摩托车零配件","点火和发动机部件","IVCN2026051918223","'400418585640","缺少","P1","'12-30","'46054491084","79.23","","20-40美金","20-40单","高价品"
"1","SUN RACING 离合器衬片总成 MIO SPORTY/ SOULTY 1000RPM/1200RPM/1500RPM","1500转/分","79.22","https://cf.shopee.ph/file/ph-11134207-7rash-m3fwkorp22vr60","http://shopee.ph/product/1086367003/26919886049","摩托车零配件","传动系统、变速器和离合器","IVCN2026051914419","'242194581163","缺少","P1","'12-30","'26919886049","79.22","","20-40美金","20-40单","高价品"
"1","RCB Ultra离合器线缆套装,适用于Sniper King 150 FI / Sniper 155","银色/红色","79.2","https://cf.shopee.ph/file/84d81322b6e7ffbabfc9076cacabf490","http://shopee.ph/product/282390619/4657338517","摩托车零配件","电缆和管材","IVCN202605199901","'71387188320","缺少","P1","'12-30","'4657338517","79.2","","40-60美金","20-40单","高价品"
"1","8升不锈钢摩托车吸油泵","8升不锈钢摩托车吸油泵","79.14","https://cf.shopee.vn/file/vn-11134207-7r98o-lxidgtiog9958e","http://shopee.vn/product/155687764/27404895598","摩托车零配件","燃油系统","IVCN2026051915151","'256167920841","缺少","P1","'12-30","'27404895598","79.14","","20-40美金","20-40单","高价品"
"1","HIRC离合器钟 PCX 160/MIO 125/PCX 150/NMAX/BEAT FI/CLICK 125/150","点击 125/150","79.09","https://cf.shopee.ph/file/ph-11134207-7ras8-m6zhyg9jw26ja3","http://shopee.ph/product/347065293/29628512007","摩托车零配件","传动系统、变速器和离合器","IVCN2026051912207","'185848008238","缺少","P1","'12-30","'29628512007","79.09","","60-80美金","20-40单","高价品"
"1","菲亚特 Hyper Carbon（菲亚特碳纤维）正品原装零件,碳纤维🔴编织 2🔴（畅销套装）Giorno 125 定制套件。","本田标志盖,荧光绿色。","79","https://cf.shopee.co.th/file/th-11134207-81ztk-mjiapwittiirab","http://shopee.co.th/product/95464735/25622536510","摩托车配件","其他的","IVCN2026051915897","'275172567711","缺少","P1","'12-30","'25622536510","79","","20-40美金","20-40单","高价品"
"2","米其林 Pilot Street 2（踏板车轮胎）（TL）","80/80 - 14","45.65","https://cf.shopee.ph/file/ph-11134207-81ztj-mhu8phm2ek8y32","http://shopee.ph/product/1423132744/29770307032","摩托车零配件","轮胎及配件","IVCN2026051914197","'237134962026","缺少","P1","'12-30","'29770307032","78.99","","20-40美金","20-40单","高价品"
"2","米其林 Pilot Street 2（踏板车轮胎）（TL）","90/80 - 14","19.26","https://cf.shopee.ph/file/ph-11134207-81ztj-mhu8phm2ek8y32","http://shopee.ph/product/1423132744/29770307032","摩托车零配件","轮胎及配件","IVCN2026051914197","'237134962029","缺少","P1","'12-30","'29770307032","78.99","","60-80美金","20-40单","高价品"
